Interval,Transfer,Bandwidth
1294,3.88,32.5
1295,3.12,26.2
1296,3.88,32.5
1297,3.88,32.5
1298,3.88,32.5
1299,3.88,32.5
1300,3.12,26.2
1301,4.38,36.7
1302,3.88,32.5
1303,3.88,32.5
1304,3.88,32.5
1305,3.88,32.5
1306,3.62,30.4
1307,3.88,32.5
1308,3.88,32.5
1309,3.12,26.2
1310,3.88,32.5
1311,3.62,30.4
1312,3.88,32.5
1313,3.88,32.5
1314,3.88,32.5
1315,3.88,32.5
1316,3.75,31.5
1317,3.88,32.5
1318,3.88,32.5
1319,3.88,32.5
1320,3.88,32.5
1321,3.12,26.2
1322,4.38,36.7
1323,3.88,32.5
1324,3.12,26.2
1325,3.88,32.5
1326,3.88,32.5
1327,3.62,30.4
1328,3.88,32.5
1329,3.88,32.5
1330,3.88,32.5
1331,3.88,32.5
1332,3.88,32.5
1333,3.88,32.5
1334,3.88,32.5
1335,3.5,29.4
1336,3.88,32.5
1337,3.88,32.5
1338,3.88,32.5
1339,3.12,26.2
1340,3.88,32.5
1341,3.88,32.5
1342,3.88,32.5
1343,3.5,29.4
1344,4,33.6
1345,3.88,32.5
1346,3.88,32.5
1347,3.88,32.5
1348,3.88,32.5
1349,3.88,32.5
1350,3.12,26.2
1351,4.38,36.7
1352,3.88,32.5
1353,3.88,32.5
1354,3.12,26.2
1355,3.88,32.5
1356,3.88,32.5
1357,3.88,32.5
1358,3.88,32.5
1359,3.88,32.5
1360,3.88,32.5
1361,3.62,30.4
1362,3.88,32.5
1363,3.88,32.5
1364,3.88,32.5
1365,3.12,26.2
1366,4.38,36.7
1367,3.12,26.2
1368,3.88,32.5
1369,3.88,32.5
1370,3.88,32.5
1371,3.88,32.5
1372,3.62,30.4
1373,3.88,32.5
1374,3.88,32.5
1375,4,33.6
1376,3.88,32.5
1377,3.62,30.4
1378,3.88,32.5
1379,3.88,32.5
1380,3.12,26.2
1381,3.88,32.5
1382,3.62,30.4
1383,3.88,32.5
1384,3.88,32.5
1385,3.88,32.5
1386,3.88,32.5
1387,3.88,32.5
1388,3.88,32.5
1389,3.88,32.5
1390,3.62,30.4
1391,3.88,32.5
1392,3.88,32.5
1393,3.88,32.5
1394,3.12,26.2
1395,4.38,36.7
1396,3.88,32.5
1397,3,25.2
1398,4,33.6
1399,3.88,32.5
1400,3.88,32.5
1401,3.88,32.5
1402,3.88,32.5
1403,3.5,29.4
1404,3.88,32.5
