Interval,Transfer,Bandwidth
650,88.5,742
651,88.4,741
652,89.4,750
653,87.8,736
654,88.8,744
655,89.4,750
656,88.4,741
657,89.4,750
658,87.9,737
659,89.1,748
660,88.4,741
661,89.2,749
662,88.1,739
663,89,747
664,88.4,741
665,89.5,751
666,88.4,741
667,89.1,748
668,88.2,740
669,89.6,752
670,87.5,734
671,89.2,749
672,88.4,741
673,89,747
674,89.2,749
675,88,738
676,89.6,752
677,87.9,737
678,89.4,750
679,88.5,742
680,88.4,741
681,89.5,751
682,88.4,741
683,88.5,742
684,89.2,749
685,88,738
686,89.5,751
687,88.4,741
688,88.4,741
689,89.1,748
690,88.5,742
691,89.5,751
692,88.4,741
693,88,738
694,88.5,742
695,89.8,753
696,88.2,740
697,88.5,742
698,89.5,751
699,88.6,743
700,88,738
701,89.2,749
702,88.1,739
703,88.8,744
704,89.4,750
705,88.1,739
706,89.4,750
707,88.6,743
708,88.4,741
709,89.6,752
710,87.9,737
711,89.5,751
712,88.2,740
713,88.1,739
714,89.5,751
715,88,738
716,89.6,752
717,88.1,739
718,88.8,744
719,89.1,748
720,88,738
721,89.6,752
722,88.4,741
723,88.2,740
724,89.1,748
725,88.8,744
726,88.9,746
727,88.6,743
728,88.6,743
729,88.1,739
730,89.6,752
731,88.1,739
732,89.5,751
733,88.2,740
734,89.4,750
735,88,738
736,89.5,751
737,88.5,742
738,87.9,737
739,89.6,752
740,88.2,740
741,89.4,750
742,88,738
743,89,747
744,88.5,742
745,88.4,741
746,89.6,752
747,88.1,739
748,88.6,743
749,89.4,750
750,88.2,740
751,89.5,751
752,88.2,740
753,88.6,743
754,88.1,739
755,88.8,744
756,89.8,753
757,88.4,741
758,88.4,741
759,89.2,749
760,88.2,740
761,89.6,752
762,88.1,739
763,89.4,750
764,88.2,740
765,88.2,740
766,89.4,750
767,88,738
768,89.6,752
769,88.2,740
770,88.2,740
771,89.5,751
772,88.1,739
773,89.5,751
774,88.4,741
775,88.6,743
776,88.4,741
777,89.4,750
778,88.1,739
779,89.6,752
780,88.4,741
781,88.5,742
782,88.5,742
783,88.4,741
784,89.4,750
785,89.2,749
786,88,738
787,89.4,750
788,88.4,741
789,88.4,741
790,88.5,742
791,89.2,749
792,88.5,742
793,88.4,741
794,89.5,751
795,88.2,740
796,89.5,751
797,88.2,740
798,88.4,741
799,89.2,749
800,88.2,740
801,89.6,752
802,88.1,739
803,89,747
804,88.2,740
805,88.5,742
806,88.8,744
807,89.8,753
808,88.2,740
809,89.2,749
810,88.4,741
811,88.4,741
812,88.4,741
813,89.2,749
